total_rows,missing_IncidentNumber,missing_HighestOffenseDescription,missing_HighestOffenseCode,missing_FamilyViolence,missing_OccurredDateTime,missing_OccurredDate,missing_OccurredTime,missing_ReportDateTime,missing_ReportDate,missing_ReportTime,missing_LocationType,missing_CouncilDistrict,missing_APDSector,missing_APDDistrict,missing_ClearanceStatus,missing_ClearanceDate,missing_UCRCategory,missing_CategoryDescription,missing_CensusBlockGroup
2614910,0,0,0,0,66,0,0,1,0,0,17148,43698,3556,0,645797,378187,1672830,1672830,64967
